cluster_label|counts|span_score_mean|span_score_min|span_score_max|span_score_median|span_score_std|accessibility_mean|accessibility_min|accessibility_max|accessibility_median|accessibility_std|content_gen_mean|content_gen_min|content_gen_max|content_gen_median|content_gen_std|automation_mean|automation_min|automation_max|automation_median|automation_std
DRL model|87|0.9883293|0.8063652|0.9999926|0.99971527|0.033536724642192324|0.12529470867364695|0.05083933659218331|0.5518113189139492|0.10948734489151224|0.07129962065798713|0.03756633669092073|0.00473016992740772|0.11842380982245829|0.03241131232912964|0.021180398686930713|0.008536588754289563|0.001785990679778377|0.06446022903182914|0.00533751744398163|0.01129141133496215
Reinforcement Learning|84|0.98119265|0.5878602|0.9999995|0.999649|0.06828287906209726|0.10785346031211171|0.009938618678916227|0.45640026034220504|0.0957915183626109|0.06465038028145557|0.0415086634489696|0.004335790475601431|0.206869912777492|0.028429789360820176|0.037636274866597756|0.007433877465632465|0.0014528230414339882|0.047169557742062974|0.004906740587521198|0.007617898696194716
Computer|79|0.9025397|0.5548088|0.9999994|0.9881242|0.1426763509502488|0.11694792704401091|0.02332108065629943|0.4931423937920924|0.09218312251081423|0.0928866740811038|0.03267124408331343|0.0023601531369494143|0.4179458738247165|0.026851153800124195|0.04728247256654941|0.010525930034987403|0.0015481297909140253|0.31189240632207377|0.004529406216899108|0.03569904036777434
networks|70|0.92336816|0.552927|0.99999976|0.99824476|0.12502166163288472|0.10005577453287606|0.026912111180633823|0.3190992054535881|0.08686540629703643|0.05299711270897538|0.03546531287850485|0.0025942555263473023|0.20064223308341683|0.029146143108571013|0.02986917817996457|0.012141914467451548|0.0018976044059034463|0.48424124865844115|0.004431277673153017|0.057356063319350184
Data Collectors|67|0.957512|0.5263773|0.99999917|0.99913424|0.11477647960438139|0.12709114809565142|0.03069795008912084|0.3958264903121006|0.11568597291057837|0.05513600343757912|0.01616476718469475|0.003735926387451803|0.03631195206940092|0.014864731589790955|0.007419938931143237|0.011148472870253235|0.0021528586219967953|0.07157520508504872|0.007080342518709864|0.011468260824397173
A. L.|64|0.7895789|0.5107716|0.99999404|0.785126|0.15518461118389995|0.10095855442455097|0.048192493095701866|0.2080263375035927|0.09801725991257951|0.022698663163027245|0.03642734409510346|0.0148778093650815|0.24798429046049783|0.028293884504633632|0.030897273892524488|0.0040380044591262|0.0020154620946203367|0.009752322380375471|0.0037304375879297228|0.0013649729372244047
ChatGPT|62|0.9634016|0.5561806|0.99999857|0.99934494|0.08656971085847313|0.18452554795351805|0.046404041692345216|0.8910441599189699|0.12575871163438254|0.14469615873966027|0.030042549382918872|0.0009444841711233859|0.1657369997420549|0.01700001280962119|0.034899898355087944|0.027793014818015136|0.00192186539235692|0.34393563310586517|0.008856474783468628|0.05968025308843033
DR|61|0.95400035|0.5000128|0.9999949|0.9960723|0.1093544871560252|0.10372198876852769|0.06275567755481776|0.4509666266565874|0.09915849212789037|0.051286857594924525|0.024916339273822623|0.005447297312651685|0.03775815150011733|0.02598831198590969|0.0053280540837647794|0.0036575565831739616|0.0024054629858075065|0.008314458833363791|0.0033995457958560195|0.0010133606538660295
systems|55|0.9624041|0.612041|0.9999999|0.99984205|0.0927991730881229|0.13425610533291843|0.02528454634696297|0.6652917598760962|0.10260140384446774|0.10747668117791236|0.02520732167753393|0.0024670809828209084|0.07320338058636822|0.020896640614432086|0.018059046781876795|0.006871607637954346|0.0009017231395623133|0.05382404805692025|0.0036773774461573427|0.008051695599928266
computer chip|51|0.9662317|0.58094996|0.99999964|0.99959725|0.08401078512110909|0.09170957001731957|0.02462885947620329|0.2829794943824253|0.087642487510906|0.04116523326601671|0.018048970893986067|0.0010582352422390969|0.053458975248315124|0.015728099251339455|0.011072515990666191|0.008561536524546401|0.001757079711116856|0.06160711294409888|0.00459170474873491|0.011362309321530817
GPU|49|0.98158365|0.58471996|0.99999964|0.99995434|0.06738917336798021|0.0774932665637423|0.019778753009882126|0.12204973795569588|0.07612288328779615|0.021923526458622205|0.030559995911502012|0.001621712906285026|0.07944678706164827|0.026353394839694677|0.01539381618333199|0.010493372099367255|0.0021877352746341758|0.049427740976120786|0.005767242141944603|0.012405730158384242
data –|48|0.94878906|0.52540773|0.9999994|0.9996196|0.1165500968382254|0.1672536109743337|0.04499934878409295|0.8335289088159573|0.11454698348458331|0.1454692856880182|0.020952754448238773|0.0010476679743239197|0.13495769662640086|0.013600564518949053|0.024654357377173294|0.015398500476726208|0.002544203741101117|0.07958056167805298|0.00949927444408716|0.017687462918090285
vision|47|0.9266282|0.5398705|0.99999976|0.9999809|0.13465413292714767|0.13055802454168286|0.04089303931442829|0.5654999573465348|0.09982927406296198|0.09540359305115499|0.039842460427646643|0.004960664083020086|0.15268838878775487|0.026392581037442183|0.03329048960198598|0.008034703023267276|0.001420642830397368|0.09563375403772886|0.002954226480659942|0.015617733452473232
EC|47|0.9367095|0.5052114|0.99999905|0.9929537|0.11260517719155053|0.11221047076939669|0.03951091635679277|0.3975650201340274|0.09715757428892013|0.06468924700713834|0.02392184948286589|0.0024565597739945972|0.04764690657573399|0.023189025633294818|0.009723102639585715|0.009161169408803313|0.002536351058509628|0.0719627322101364|0.00481963420498697|0.01296204380179602
web-|47|0.9732693|0.639404|0.99999976|0.99963224|0.0725620497616511|0.17785489192293494|0.033441815367061624|0.5539485211724408|0.13554876091350612|0.13219457467642118|0.06655378907051925|0.0008160073569715187|0.4723836485411165|0.030986136423160792|0.09844091912676521|0.011887805311602958|0.0019084747867450563|0.13763292517863854|0.005906136684978059|0.020682938973769816
generative models|45|0.9781243|0.54522705|0.9999999|0.99988437|0.07579537791863024|0.1681016530580552|0.030976010394661014|0.6842010424703362|0.128478339505579|0.1336120936911815|0.0454313247876639|0.0008621920220652457|0.316346504481206|0.019786451879423864|0.0730755085636418|0.01536065685669291|0.0013848441865648758|0.21581239715643397|0.0059027291003988965|0.03236138781452379
Data Auditing|45|0.88847125|0.52701765|0.99969923|0.94908655|0.12631866269425596|0.0901197064839984|0.00620434699578913|0.3925249969096276|0.07943150645143174|0.06266018752453197|0.019222202847602583|0.00105505048449004|0.051134202764216714|0.017283970073150728|0.011435773741187483|0.027867898682724594|0.0011209039949493884|0.4324123398808724|0.008240025628973437|0.08707716956693237
CMPs|43|0.96904176|0.5069167|0.99999917|0.99984396|0.1067004324372492|0.12195053129087864|0.055521195969135004|0.3000555424213798|0.11347085258494458|0.051491005038505934|0.017240793297142842|0.00209760544838309|0.03592899186798319|0.018936887597519932|0.00774161775993602|0.01078450875543275|0.002652392102229455|0.059821665908188826|0.006297003038992454|0.012402833528018634
AGI|39|0.9634601|0.5122968|0.99999785|0.99776936|0.09639075601011321|0.18230632195090865|0.021984788436812043|0.921688953789418|0.10885376288723618|0.19232811586345075|0.021314032898482993|0.0010487880060853552|0.13250916913038477|0.01266322828181276|0.02340374579538843|0.0209618646145313|0.0021638667694033956|0.3991308831755453|0.008411950157957992|0.06277041896895158
data management|39|0.9771707|0.5125199|0.99999976|0.9998683|0.08365994847592131|0.13721370875419503|0.0455666868468911|0.4774045030511953|0.11413604236044125|0.0825339603583803|0.01984416756745914|0.0008017417509064081|0.05265853021721625|0.018302721233960505|0.012840864004342305|0.0173156195803363|0.0019576760819576757|0.09202290732226237|0.010914398733897076|0.019434353559736824
NLP models|39|0.97400135|0.70997554|0.99999976|0.9996624|0.07044934010879683|0.15087089896394523|0.04041776013310578|0.556507741366878|0.1284655954077545|0.08381538678777542|0.05213745564749278|0.007926854492910682|0.27858673831881137|0.035633371659702054|0.04892054881640564|0.01543870156034142|0.0028236232346753533|0.13673662657209276|0.009184547645661876|0.022590148551795863
services|35|0.98492575|0.585529|0.9999999|0.9999856|0.0704095387328486|0.1845878820182001|0.06514464792046103|0.5526472452084921|0.1436500001714955|0.11681960884192467|0.0210757685785792|0.005950249629887826|0.10013717963141253|0.01965824788831105|0.015225604180836945|0.026391491776671328|0.0013659724268153778|0.21659674358667727|0.008758224430881307|0.04875098020487762
linguistic|34|0.98632026|0.8291061|0.99999976|0.99977916|0.038502155590384245|0.16121416498336502|0.054347997184242346|0.4916107857157391|0.13651938617297943|0.09642709282489799|0.05678452555998516|0.0016006472359647835|0.3179138170877487|0.04374375032086081|0.06019931504474756|0.030812443705499463|0.0021082425845999047|0.28972779024502904|0.0077014903172317635|0.06687982889910872
CA|32|0.95100933|0.5574853|0.9999964|0.982711|0.09904892943575733|0.09463998348072906|0.050554558604999876|0.13946617559304658|0.09548525747115169|0.02445394364039768|0.028506047249673348|0.01184853647351821|0.07073222299141696|0.027979601592964184|0.012663304566281341|0.004182529640160323|0.002001561656965178|0.010395744158006884|0.003812242310750856|0.0018957981654499074
robot manipulation|31|0.9914466|0.76693904|0.99999917|0.9999176|0.04173631291234177|0.1165965733857826|0.03219282031100315|0.2597506250851261|0.10559518806727312|0.048246232481282715|0.02838387605896772|0.0007212971743716199|0.07996346215424546|0.023917342436518517|0.019910878317415212|0.007128483217488095|0.0016313030995361766|0.025153204481766386|0.004118132573094585|0.006200531880670807
recognition|28|0.98605174|0.6503516|1.0|0.9999985|0.06593580584548109|0.1082127616958671|0.04680160714665321|0.38520117769157597|0.09182090380830726|0.06846948958121189|0.07455454696239262|0.004546971168776974|0.20897953115593973|0.04669508697418183|0.05717172150857965|0.007452665330935702|0.0017627374521286352|0.036478728536654535|0.0036821468289842422|0.00935382010967171
Actor Network|27|0.9707336|0.7702468|0.99999964|0.9998447|0.06193319488989219|0.08289906864917478|0.03706453997449579|0.13815824163164242|0.08778234970312625|0.021038437976435367|0.027570013608436784|0.004628047717026164|0.05091530628310461|0.028476365354493764|0.01427980329837519|0.03358226262025368|0.0021374493132771013|0.5440429077745238|0.0035914168632811966|0.10858243321071315
server|25|0.9673302|0.543352|0.99999905|0.99966943|0.09464965522280921|0.1252614155889553|0.04372144742806093|0.3553959492252024|0.10200545576703729|0.07244236829638286|0.017271370864153493|0.0018986444965821332|0.029415322610235665|0.017694116099173145|0.007359558079771737|0.02186530584231564|0.004109940294553658|0.06177802538767396|0.014949392772759976|0.01799367806025067
image|25|0.91944677|0.5153182|0.9999995|0.9993975|0.15649438091108803|0.12001208620955164|0.05257325110133501|0.23299664436063747|0.11400254663919689|0.04359507235757128|0.14562609073053326|0.010808137094669837|0.8460504235044886|0.04813261916138301|0.2192101581431644|0.006688793982807825|0.002449690603285288|0.02769620310370391|0.00391422563308791|0.006231107758202367
Data Analysis|24|0.9676053|0.50865704|0.99999964|0.99995416|0.10757151411180617|0.09903437330972094|0.03655351384329168|0.4321681667899137|0.08588104406366937|0.07655279469277468|0.02721167139232487|0.0092771745334485|0.049043493508070725|0.025828443017784773|0.010588448980522702|0.00667569152103688|0.0018654760023122776|0.03563675192685566|0.004152892366362732|0.007368641807581833
Financial services|22|0.99976563|0.9977476|0.9999999|0.99999964|0.0006421438820821417|0.19045234527100954|0.045140875267111316|0.4949023219842042|0.17471337028843842|0.11924590020427957|0.013910688277728572|0.0021994580640605946|0.02900423682886597|0.011827122193519175|0.00765870276849481|0.010749257564831072|0.0031362082163560053|0.04251683622219635|0.00710516348754797|0.010909198853418685
vector|21|0.94230914|0.5298015|0.9999958|0.993835|0.1252062200917358|0.08352072519175985|0.04991463788283885|0.18021476768396485|0.0755002328187129|0.02811529047298026|0.043295709656578266|0.01389646519584679|0.13871965940543668|0.030384858550323416|0.033235489160652845|0.004605094368565252|0.0017602050505187378|0.012882430934970032|0.0030597870729837905|0.003221535481370999
CEO|21|0.89936537|0.5137078|0.99999964|0.99268156|0.15809036077911315|0.1779456383462399|0.09857549662495123|0.5|0.14517526605582368|0.09554263372287473|0.0282230744284593|0.007524825884639507|0.07932366894594851|0.02239486167385186|0.019695623220218367|0.008649405694265904|0.001981902872697576|0.04786959247832427|0.005028187258727891|0.009914317248259905
BERT|20|0.94825953|0.5514535|0.9999919|0.99301034|0.10639151647434339|0.1165298437741353|0.031221242601194937|0.22573428388555203|0.10787843519013235|0.044550392567604694|0.07329397363379733|0.010730404810979508|0.20043306352423643|0.04941526646987298|0.05827510521033729|0.006843291649284902|0.002566838220046328|0.02301186915975634|0.0055606970932914265|0.005335951110909767
NeurIPS|20|0.9844969|0.8471792|0.9999994|0.9989937|0.03943687598365114|0.19867660069248455|0.05793508991791732|0.6080581570051686|0.18284629865477212|0.12930177356354502|0.03745292146473687|0.0019185889468600747|0.4579175004282515|0.01640460532602324|0.09945342918211438|0.00892446720335723|0.003437046177206121|0.030033726371757198|0.006914362225731776|0.006267480796056817
exact matching|18|0.944506|0.5989422|0.999982|0.999408|0.10829947223711617|0.07583067391394234|0.044101619942771085|0.1021272702903048|0.07565408160467804|0.016100012071940964|0.043657124343934296|0.011211668860825327|0.08397623544379536|0.0381369075468284|0.018372576167038145|0.004358682051714287|0.0022499788031926492|0.007327964163078821|0.003952703491632995|0.0015391719783203251
convolutional layers|18|0.9470494|0.62801766|0.99997354|0.9983412|0.11303172545089393|0.07085334388962097|0.019236299440324917|0.11444595695182451|0.07690168575984144|0.02473691004693202|0.04531011948228909|0.012372486977603642|0.10165869743438993|0.03786562794608697|0.026768179902955692|0.004174488739203803|0.002037106638694016|0.010217668437609271|0.0037319268721054304|0.001936947070235811
CIO|17|0.956936|0.6260792|0.99999905|0.99991965|0.1124537511624534|0.13029271419729996|0.06106586864223248|0.3577997551743981|0.10823789750811906|0.07469885771211993|0.019505134685007555|0.002067894909401391|0.061443514920146186|0.015107737994326272|0.015204054571923456|0.0062563241945335895|0.002529084116397936|0.01135991683227129|0.005335723276973999|0.0028560856364714246
Information Retrieval|17|0.9981428|0.97568965|0.9999981|0.99991584|0.005845589021863432|0.13570929804017337|0.07293463988109203|0.3437400170113692|0.1150988089031515|0.06722219398354383|0.05687194969301002|0.0053317441316585185|0.15674475313072647|0.04695116619686484|0.038311015401991354|0.01269558874535772|0.0030138139020949883|0.07041853599831853|0.006474541617231068|0.01603253386670789
APIs|16|0.93512297|0.6307193|0.99999905|0.9981897|0.12769729083432052|0.18315026042441476|0.07515953306483647|0.5277080878567306|0.14111965461412385|0.12876941179852436|0.023460705639294154|0.003785398542216754|0.05374948422623811|0.02222024998315396|0.013749962149773799|0.009666888861355754|0.0032988969798422706|0.035044975755676326|0.00540534460478381|0.00909095319338701
ACL|16|0.9126311|0.52394205|0.9999695|0.99547774|0.15231622954694546|0.12260483040030698|0.07484610672932318|0.2529152270827622|0.10183971077865542|0.053820828774819585|0.016808286044216306|0.0032629858163267006|0.045794695661050225|0.014700277943850423|0.011538823089523198|0.00889867367286144|0.003121010295491483|0.02422116026188329|0.006297823947900269|0.005941085620396268
FN|16|0.953317|0.6621674|0.9999994|0.9997426|0.1012390586059741|0.07824960976099873|0.033435527690984845|0.11303544202961789|0.07923815839893114|0.027098041901344315|0.04353713254925127|0.018350435840365924|0.12429859335191967|0.031530555523259264|0.02790277647011414|0.005004013008219404|0.0027940230979984645|0.008303967934905582|0.003854956541476385|0.002109679339401281
JVPs|16|0.9800074|0.7970607|0.9999975|0.9995029|0.05183950375287275|0.0940053341820748|0.07560157189540434|0.13633169264018297|0.08730358109838757|0.017649135344213408|0.027101454722638037|0.01393511067121165|0.033403947592930396|0.027790869530754582|0.005374753388730504|0.0035729483314315908|0.002326290499123381|0.008606753120698618|0.0030923556174182135|0.001621886879070778
Computing Systems|15|0.9999502|0.99975115|0.99999976|0.9999846|8.128625273537991e-05|0.1510392950840989|0.09470346743968966|0.23124116087587523|0.13108286771852654|0.04761098466492213|0.024531690301734747|0.004908406645727725|0.04916946370751677|0.026399336986103285|0.012930690207474288|0.018544977336384095|0.0020319595552070096|0.07314751606212384|0.007273574523183686|0.022609646962661895
Visual Observations|15|0.9878169|0.908621|0.99999833|0.999887|0.029370887713310347|0.0986870105764473|0.035718321715178115|0.22191343016142945|0.07397174784396204|0.05077411021343502|0.05181255367442819|0.012526164304583733|0.15654276588653915|0.03586707651530609|0.03880460429509983|0.01401624595832841|0.0023299910439576253|0.04570962153385482|0.011219925221835679|0.013133362821814699
learning systems|14|0.99997413|0.99972004|0.9999995|0.99999845|7.389205203705178e-05|0.06804405004724444|0.02890785967835238|0.10276160023861652|0.06453730062811575|0.025249720708024222|0.03225430087847852|0.0020917313389442896|0.20175698763063596|0.01619430618211417|0.051382213541100966|0.0074590097918691475|0.0025510012400651394|0.022244174783547545|0.007694017676913301|0.0050767495078981395
manufacturing|14|0.9992953|0.992849|0.99999917|0.9998176|0.0018617743964512868|0.15615899345418652|0.07380411787649654|0.3323941310382181|0.13113660727252324|0.07778709699515793|0.033945557726866|0.005810460215434089|0.1436621489656424|0.016757721472632544|0.04345762560258442|0.016907584728592686|0.0021236843888984276|0.1722416998374131|0.0051205112255180135|0.04474269162625474
videos|14|0.98217696|0.8909122|0.99999714|0.99989396|0.03389893666580808|0.13501877060550996|0.07928500547208327|0.3486356168965508|0.103817103766144|0.07744915848181486|0.0708374997743392|0.011001425120692496|0.241410396774748|0.03901968469143002|0.07561881000145941|0.00585753708840777|0.002113595420247103|0.015075987714446402|0.004446708281412481|0.003899680546455659
DFN|13|0.97526675|0.8404079|0.9999987|0.9999535|0.05656487273444237|0.09306035651369443|0.06566689446562794|0.11342863918638947|0.0950515079803359|0.01737899768404251|0.06129433263758967|0.015312549260974289|0.4025755547745692|0.029020466293774652|0.10354261821820278|0.013619255979477274|0.003487096476694499|0.06104242348903811|0.006793599184893922|0.017957705850748205
decision-|13|0.9707667|0.8225803|0.99999404|0.9990846|0.06546886658952204|0.14846043690487698|0.053655271027096364|0.4752565196403757|0.12564976260547828|0.10675710537401607|0.03288798001043059|0.008903750842817503|0.09555507596848102|0.022487475049644365|0.027922913762575673|0.01026394115321681|0.0027279237460263654|0.02484735691187924|0.006602462177357726|0.007839337866359054
page|12|0.9712364|0.6554903|0.9999999|0.999958|0.09943426263994769|0.17172781295798747|0.10677955543241448|0.2369241307512901|0.1696449492456697|0.04110190549771075|0.028656677536499378|0.01575500707418926|0.05945157380861885|0.025368160075690004|0.010977201215546063|0.008664407330604343|0.0033760043264248916|0.017794311380065778|0.00880721833225112|0.003948823170300356
potential violations|12|0.98801917|0.9289299|0.9999976|0.9999873|0.027602200621600338|0.12711352902993414|0.06169114230565153|0.2630715217114276|0.10604871040854849|0.05655083564955892|0.015175527387443611|0.00494579733684793|0.02910102569517472|0.013871426032801337|0.008021605132763022|0.0070446227785459755|0.004874618979498868|0.01048785461802642|0.0070700193083111686|0.0017493821859745832
Virtual Reality|12|0.999145|0.99465215|0.9999993|0.99982464|0.001633240886308037|0.16548415658081264|0.04916940849953082|0.43709790072605237|0.12600901997683042|0.10876192733602587|0.06261601980959601|0.017170440309811175|0.23757679411563384|0.04463688620621839|0.059925431288452506|0.008898618829030662|0.0030442299654473465|0.02185599682547378|0.007850350082682192|0.005404706859017992
text manipulations|12|0.984982|0.835172|0.9999993|0.9999696|0.04736809668443428|0.10640133457232093|0.0612305512389404|0.16475329426995866|0.10661490264759094|0.02928960805129158|0.04911531425530683|0.01489612215706073|0.11129552114023437|0.03367948320273345|0.034599157857751736|0.016043926613590574|0.0028634610947076092|0.12601278366742666|0.004960037933567314|0.034897061553109995
crucial modifications|11|0.9166882|0.6856578|0.99997807|0.98051995|0.12127960531839438|0.10939063167910498|0.060738625908110404|0.3329244721426699|0.0813095995534877|0.0781848800227978|0.06637303038475949|0.016107209955637632|0.33405439521843006|0.02748386603094873|0.09268194495868678|0.01451751403429491|0.0017167195557506992|0.09006487487853732|0.004486157838356384|0.025946343107854087
SIC|11|0.9852125|0.8720817|0.99999094|0.99604946|0.0376546961393724|0.11956158306735966|0.07724890036906133|0.17426667389372374|0.11280189691462288|0.027609332210355414|0.02793573546877841|0.016751474355157697|0.04209053136000456|0.027944491187715248|0.00710017877315645|0.006362020793290848|0.0025913456969040263|0.008858029553658744|0.006223783603290855|0.001726933569493019
QC-QMC|10|0.8635143|0.50171787|0.9999653|0.96906817|0.18605437258550295|0.06213149739413937|0.038492497350694224|0.09625712211342793|0.05637326033224265|0.02012143738550198|0.024582886526391266|0.011713039134762532|0.03315224402060417|0.02339942004390414|0.007386125161626535|0.003034351783813213|0.0021950988307700096|0.003953723488906402|0.0031495660262782833|0.0005230863276665595
GPTs|10|0.9793693|0.87590027|0.99999905|0.99925387|0.03947477740545399|0.11965059897878685|0.07821741087548668|0.1632771773982894|0.12634241372979113|0.03138266071533529|0.05130463627936205|0.0015836227639231188|0.24799922424310886|0.02788333387073511|0.07219505673173432|0.011238332204013563|0.0029178922111237015|0.02813247915447128|0.007873189853248828|0.008101803715625277
Founda- tion|10|0.99813145|0.9827293|0.99999857|0.9999005|0.005414336859393413|0.11848519478768398|0.059085637169969896|0.33384705342747684|0.08607645186033208|0.08592213655608545|0.024703740248564594|0.004741063185712141|0.0740434162210268|0.01633479909469311|0.019330350506991084|0.009494044539203291|0.002438517405540567|0.03301566663814742|0.005993899350008056|0.009246610343598242
textual descriptions|9|0.99993026|0.99950457|0.99999976|0.99997616|0.00016008494943603452|0.1619882128295613|0.05793688675087381|0.2991726439070222|0.15203936965044024|0.08373252909543442|0.07210824125224279|0.019159660696551617|0.21236556354891553|0.026291364247933373|0.0691878494729062|0.010566675429941585|0.0036349488881516107|0.02244561455224903|0.006734498633728588|0.006990163394144638
manage|9|0.9381774|0.632231|0.9999989|0.99935967|0.12717331079557415|0.14316027776415724|0.07978685296313347|0.28823322738924134|0.10137949728583188|0.07284337499302339|0.015200131126345502|0.007229393396463369|0.03151841923341702|0.012821682048411246|0.0080085003989863|0.014442713748191458|0.003932248978561789|0.05149241768805987|0.007682111128803663|0.015437715398226935
PUs|8|0.9549906|0.81648886|0.99998677|0.9804605|0.06420322478268663|0.10013083299988607|0.06421698172495825|0.1828600885751836|0.08902961125966682|0.03860813602703018|0.024794392950066104|0.017003404054567135|0.028941281854851807|0.026071871979790003|0.0041366130301933954|0.0065884850796556725|0.003069969890001088|0.012909355093015966|0.005625794343079135|0.0036612909621062954
Data extraction|8|0.9346635|0.5710686|0.99998116|0.99854696|0.14986722514705708|0.0812761675079331|0.05663473489118131|0.10531576666701979|0.0810696555202457|0.01771165419667084|0.03336266191981098|0.009283606835621235|0.0604232186229052|0.03141048784245532|0.016517089921888436|0.0031454741262097793|0.0020073880612700348|0.004682742881842556|0.0030153746572769984|0.0008773797212136206
batteries|8|0.9629481|0.7127401|0.99999714|0.9994689|0.10112483953906315|0.07439802229752088|0.03803189431298207|0.10895240793736871|0.07699547231881662|0.02400828940814284|0.028145317907704633|0.011343995759609303|0.050238896128310784|0.024815174964458307|0.014470297291832808|0.005850983865862272|0.003037562160444626|0.010771484046893145|0.004762605569500287|0.0029790265000140368
social sciences|7|0.99983966|0.9997569|0.9999747|0.99975795|0.00010385214795976654|0.09055481139625442|0.04334960787244701|0.12904015346284248|0.09397964077454217|0.02829828200240017|0.02686284369002831|0.00422660910598687|0.07357180569349152|0.02245364499593608|0.021672175599307304|0.0037157403724156113|0.0026908700863032195|0.0072675339664436|0.0031653420236384855|0.0015950826770673376
data augmentations|7|0.98281765|0.88001347|0.9999938|0.99998116|0.04533243539767479|0.10509751077565387|0.05787425658991926|0.14355377090151314|0.11676166273101608|0.030721068916687848|0.05012117997217029|0.021120397364006515|0.11978454906880327|0.04341263112832675|0.03405362738495994|0.006783270933418103|0.0025235192702100662|0.021454361022230112|0.00413280679874415|0.006596235128017536
navigation systems|7|0.9998752|0.9994673|0.9999995|0.999998|0.00019886657480028928|0.10635300455047189|0.0709232061874018|0.1555556201167297|0.10093298447220876|0.03144632982329234|0.03736103610049059|0.021049412259905552|0.07300407714699482|0.023623988919913207|0.021316512955365362|0.0031890147872328392|0.001547482133721836|0.006668205250835649|0.002658672658191421|0.0017187309500899274
T. K.|7|0.9996739|0.99921584|0.9999944|0.9995436|0.0003103027421611772|0.116245663624608|0.0700835639900917|0.19321373339435494|0.09185049768782613|0.047281913781504384|0.0262177334521366|0.016242126937365882|0.03843528310639287|0.027728388762007585|0.00755194762270047|0.004187190745609448|0.002174892966896771|0.0062259556875434545|0.0037750034833008354|0.0014770951930923465
